objectid,title,attribution,classification,iiifthumburl
67927,Bather Seated on Rocks,John Marin,Painting,"https://api.nga.gov/iiif/19abba0a-7841-4253-a804-fa2a526b019f/full/!200,200/0/default.jpg"
67928,Untitled: Circus,John Marin,Painting,"https://api.nga.gov/iiif/85514e58-f3d6-4ac6-bdb3-663ae13d7f47/full/!200,200/0/default.jpg"
67929,West New York and Vicinity,John Marin,Drawing,"https://api.nga.gov/iiif/ffeaf916-4af3-4136-b073-2501a3c4db97/full/!200,200/0/default.jpg"
67930,House,John Marin,Drawing,"https://api.nga.gov/iiif/433ff1d4-6c2f-42b9-840f-7246bd92e91c/full/!200,200/0/default.jpg"
67935,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/48b320b2-98f8-401e-9829-e87fc4cb1610/full/!200,200/0/default.jpg"
67936,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/0145118d-d565-44ad-9733-c3422ee23b50/full/!200,200/0/default.jpg"
67937,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/df93c7f0-3821-4b62-a35a-57f085971776/full/!200,200/0/default.jpg"
67938,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/32f7dadb-2b40-4ca0-b252-5afe04d19cfe/full/!200,200/0/default.jpg"
67939,Street Scene,John Marin,Drawing,"https://api.nga.gov/iiif/5197035d-9ce3-416d-8b03-25f6f27a05af/full/!200,200/0/default.jpg"
67940,"River Scene, Weehawken, New Jersey",John Marin,Drawing,"https://api.nga.gov/iiif/87b377ae-35e3-4fdc-b27c-e369176a5eea/full/!200,200/0/default.jpg"
67941,"River Scene, Weehawken, New Jersey",John Marin,Drawing,"https://api.nga.gov/iiif/99a9e171-5949-43be-ad59-08fe0554a1e1/full/!200,200/0/default.jpg"
67942,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/2d25d9e1-a2f9-4afe-bfab-ad95be9440d1/full/!200,200/0/default.jpg"
67943,"A Seeing, New York",John Marin,Drawing,"https://api.nga.gov/iiif/9e2d615c-b990-4ed9-9ded-53e50ba54853/full/!200,200/0/default.jpg"
67944,Downtown New York No. 2,John Marin,Drawing,"https://api.nga.gov/iiif/cf81fefa-3cc5-425e-aac4-caa0318ed3af/full/!200,200/0/default.jpg"
67945,Downtown New York No. 5,John Marin,Drawing,"https://api.nga.gov/iiif/de7710eb-7d28-434e-a689-049711d51734/full/!200,200/0/default.jpg"
67946,Downtown New York,John Marin,Drawing,"https://api.nga.gov/iiif/89a878b0-abcf-4e86-863f-e7cc3dd07d03/full/!200,200/0/default.jpg"
68006,Roman Mouldings,John Marin,Drawing,"https://api.nga.gov/iiif/43a45fc5-816d-4e80-91f5-87d121f9b477/full/!200,200/0/default.jpg"
67947,Movement New York,John Marin,Drawing,"https://api.nga.gov/iiif/72a3f9f1-189e-4644-9cfa-df245b588bce/full/!200,200/0/default.jpg"
67949,Sunset,John Marin,Drawing,"https://api.nga.gov/iiif/da349bb9-1a21-4d1e-9fd9-a3b25f78e250/full/!200,200/0/default.jpg"
67950,Sunset,John Marin,Drawing,"https://api.nga.gov/iiif/c68be609-e7a1-4f27-b9e6-b32038fe42e2/full/!200,200/0/default.jpg"
67951,"White Lake, New York",John Marin,Drawing,"https://api.nga.gov/iiif/150aaf1c-ee28-43a8-9b98-4312985b7dcf/full/!200,200/0/default.jpg"
67952,Study for a Seaside Grouping,John Marin,Drawing,"https://api.nga.gov/iiif/c3605fc2-90ff-458f-9165-dddff8ef27fe/full/!200,200/0/default.jpg"
67953,"West New York, New Jersey",John Marin,Drawing,"https://api.nga.gov/iiif/c0558682-c43e-40d4-92e3-d7580fc006ce/full/!200,200/0/default.jpg"
67954,Notre Dame,John Marin,Drawing,"https://api.nga.gov/iiif/89a3f936-538d-4bb8-9acb-d439972d22da/full/!200,200/0/default.jpg"
67955,"The Seine, Paris",John Marin,Drawing,"https://api.nga.gov/iiif/46881dff-ac48-42d8-9bb5-d7d203212773/full/!200,200/0/default.jpg"
67956,Bridge,John Marin,Drawing,"https://api.nga.gov/iiif/3c96e9fb-8578-4bac-88ed-b5470528f498/full/!200,200/0/default.jpg"
67957,The Seine after the Storm,John Marin,Drawing,"https://api.nga.gov/iiif/08fe252a-3593-4479-a209-5c71f15f9d81/full/!200,200/0/default.jpg"
67958,France,John Marin,Drawing,"https://api.nga.gov/iiif/2b74599f-e945-4298-92cd-e39fdfbe71c8/full/!200,200/0/default.jpg"
67959,Middle Atlantic,John Marin,Drawing,"https://api.nga.gov/iiif/ff74622b-6748-4986-9e0d-49025175c891/full/!200,200/0/default.jpg"
67960,Middle of Atlantic,John Marin,Drawing,"https://api.nga.gov/iiif/f989d6ac-3d9d-4b34-af50-a8e11b18c001/full/!200,200/0/default.jpg"
67961,"Hudson River, Region of Peekskill",John Marin,Drawing,"https://api.nga.gov/iiif/9c38b34f-8912-472d-a442-ef868834e4e4/full/!200,200/0/default.jpg"
67962,Tyrol Series,John Marin,Drawing,"https://api.nga.gov/iiif/f3fc1049-179d-4455-b9fd-18d20a3f8e6f/full/!200,200/0/default.jpg"
67963,Tyrol Series,John Marin,Drawing,"https://api.nga.gov/iiif/900e8405-64b4-462f-a77f-37986fb92370/full/!200,200/0/default.jpg"
67964,Mrs. Haviland,John Marin,Drawing,"https://api.nga.gov/iiif/b02fa4e1-6758-43a5-9ec1-fbc75b8fcc7b/full/!200,200/0/default.jpg"
67965,Mrs. Haviland,John Marin,Drawing,"https://api.nga.gov/iiif/f24daaa9-0c91-41b9-8466-bec1da5b6011/full/!200,200/0/default.jpg"
67966,Grain Elevators at Weehawken,John Marin,Drawing,"https://api.nga.gov/iiif/5e5afb38-2d83-4b87-a88e-c103ee5eb2f3/full/!200,200/0/default.jpg"
67967,"Weehawken Docks, New Jersey",John Marin,Drawing,"https://api.nga.gov/iiif/4ee4c788-d4ee-4553-8794-b6b188e95cbc/full/!200,200/0/default.jpg"
67968,"Castorland, New York",John Marin,Drawing,"https://api.nga.gov/iiif/9592c3d1-8caa-4a57-8be5-a8dc75ff01dc/full/!200,200/0/default.jpg"
67969,"Castorland, New York",John Marin,Drawing,"https://api.nga.gov/iiif/62403084-1fe3-4ec2-8ca0-6f133f380148/full/!200,200/0/default.jpg"
67970,"Castorland, New York",John Marin,Drawing,"https://api.nga.gov/iiif/9065278c-8db2-467a-9953-5e37163886b7/full/!200,200/0/default.jpg"
67971,Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/e67041ea-5309-43ef-bbd0-d7ccf1cafd46/full/!200,200/0/default.jpg"
67972,"Tall Buildings, Downtown, New York",John Marin,Drawing,"https://api.nga.gov/iiif/8d3be64f-b83d-4f01-aaab-3e698c64f258/full/!200,200/0/default.jpg"
67973,"The Branch, Small Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/ff611139-4aa8-4a9c-833a-9ce8ea7ad6cf/full/!200,200/0/default.jpg"
67974,"Tree, Small Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/3eb82ad2-2435-4f0c-a67b-d76a76e8260e/full/!200,200/0/default.jpg"
68007,Untitled,John Marin,Drawing,"https://api.nga.gov/iiif/1623988f-5e52-476d-92c8-7deea6659cb2/full/!200,200/0/default.jpg"
67975,"Echo Lake District, Pennsylvania",John Marin,Drawing,"https://api.nga.gov/iiif/e5817b45-7b1b-4632-afea-59b92f79dda5/full/!200,200/0/default.jpg"
67976,Camouflaged Vessel in River,John Marin,Drawing,"https://api.nga.gov/iiif/1d02b185-9046-4333-872c-2717c6d9bcaf/full/!200,200/0/default.jpg"
67977,"A Little Yearling, Ayrshire Bull, Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/1cadebcd-7790-435a-b426-17c2cfa9a8f0/full/!200,200/0/default.jpg"
67978,Cow Feeding,John Marin,Drawing,"https://api.nga.gov/iiif/d1619444-bc5d-41cc-96c2-32cd5d4cc1ee/full/!200,200/0/default.jpg"
67979,Cow's Head,John Marin,Drawing,"https://api.nga.gov/iiif/725bde41-0440-4498-b754-968549ce9d70/full/!200,200/0/default.jpg"
67980,"Profile, Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/a88b06c3-908a-45aa-acb9-de27010d2b07/full/!200,200/0/default.jpg"
67981,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/be4c691c-a39f-4206-b7b3-fdf8b580bbe5/full/!200,200/0/default.jpg"
67982,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/937b38e6-b341-45fe-95b2-fdc267c86358/full/!200,200/0/default.jpg"
67983,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/ec79fa39-7304-4f1b-a4fc-bd2e55a72e2c/full/!200,200/0/default.jpg"
67984,"Tree Forms, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/9e623d46-8c36-414b-bca9-b7147ce031ae/full/!200,200/0/default.jpg"
67985,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/bb49e3d6-95ca-4eaf-ad57-c72d87d5ef6d/full/!200,200/0/default.jpg"
67986,"Deer Isle (Birch Tree), Maine",John Marin,Drawing,"https://api.nga.gov/iiif/f8ff44e1-401a-44fb-9b24-c30fb6612d0f/full/!200,200/0/default.jpg"
67987,Northern New Jersey,John Marin,Drawing,"https://api.nga.gov/iiif/40b5e54b-99cd-4905-b97d-18468451fba5/full/!200,200/0/default.jpg"
67988,"Stonington Harbor, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/15d72c1b-7579-44e5-86c4-a439b44a3c92/full/!200,200/0/default.jpg"
68022,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/1da892cc-6208-4c78-a74f-6c8cfe51b683/full/!200,200/0/default.jpg"
67989,Crotch Island Granite Quarry,John Marin,Drawing,"https://api.nga.gov/iiif/89860ace-20d0-486e-b76a-5fc5ef802838/full/!200,200/0/default.jpg"
68024,"From Deer Isle, Maine No. 1",John Marin,Drawing,"https://api.nga.gov/iiif/62d9a746-34c4-4353-b111-3f3505915ce5/full/!200,200/0/default.jpg"
67990,Untitled,John Marin,Drawing,"https://api.nga.gov/iiif/3ed11c9c-ff06-44fd-9d4c-3521680ee476/full/!200,200/0/default.jpg"
67991,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/f957ba58-f809-4614-ada6-e1db265c3712/full/!200,200/0/default.jpg"
67992,"From Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/210a46b5-da97-4423-8f53-86ef7b2b5704/full/!200,200/0/default.jpg"
67993,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/1b00ae5a-610c-444f-8fbe-9469284dca85/full/!200,200/0/default.jpg"
67994,"Three Houses, Barn and Chicken Coop, Stonington, Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/da310a55-faa3-4505-b722-4b837d75f710/full/!200,200/0/default.jpg"
67995,"Three Houses, Barn and Chicken Coop, Stonington, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/08d5d12a-4baf-4952-8f54-ae39efc71e3a/full/!200,200/0/default.jpg"
67996,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/4dc31d1e-410a-4652-918d-37807b1f6c50/full/!200,200/0/default.jpg"
67997,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/70e22358-597f-46e1-94b8-9b1a92468a10/full/!200,200/0/default.jpg"
67998,"Old House, Waterfront, Stonington, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/2932a7f0-a60b-40f1-acc6-186177c4cd8e/full/!200,200/0/default.jpg"
67999,"Sea and Island, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/8374e152-4465-4e57-841b-922d65b02257/full/!200,200/0/default.jpg"
68000,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/8d1b17af-f165-40d4-af83-c9ce42f469a8/full/!200,200/0/default.jpg"
68001,"Old Court House, New Castle, Delaware",John Marin,Drawing,"https://api.nga.gov/iiif/241a1ff2-8960-4ea0-8793-fe524b272e2b/full/!200,200/0/default.jpg"
68002,"Small Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/9699a5fd-f8c6-4f6f-99e1-0422956d35be/full/!200,200/0/default.jpg"
68003,Entablature - Doric Order,John Marin,Drawing,"https://api.nga.gov/iiif/582e50e4-5c84-4c3e-b707-05516be6a987/full/!200,200/0/default.jpg"
68004,Gothic Profiles,John Marin,Drawing,"https://api.nga.gov/iiif/7c40ca84-ec38-48eb-80c0-b9f2a2333c7b/full/!200,200/0/default.jpg"
68005,Grecian Mouldings,John Marin,Drawing,"https://api.nga.gov/iiif/93329bb6-0634-4a69-a7fc-7fe619150c83/full/!200,200/0/default.jpg"
68025,"Looking Toward Isle Au Haut, Maine, from Deer Isle",John Marin,Drawing,"https://api.nga.gov/iiif/bdcb926a-f190-4d2e-9d40-cce16dab3d30/full/!200,200/0/default.jpg"
68008,French Landscape,John Marin,Drawing,"https://api.nga.gov/iiif/e691f92d-a5e2-4042-b84c-aa9f1531192b/full/!200,200/0/default.jpg"
68009,Hudson River near Alpine,John Marin,Drawing,"https://api.nga.gov/iiif/7f4d3f57-a45f-4774-a2cf-05fa196e835f/full/!200,200/0/default.jpg"
68010,Hudson River at Peekskill,John Marin,Drawing,"https://api.nga.gov/iiif/50abc8ce-fd7b-43e5-81b4-030ae2ebb81a/full/!200,200/0/default.jpg"
68011,"Castorland, New York",John Marin,Drawing,"https://api.nga.gov/iiif/ad45c372-e41c-4aa0-ad42-7263ada4c590/full/!200,200/0/default.jpg"
68012,"Castorland, New York",John Marin,Drawing,"https://api.nga.gov/iiif/c4ad6350-4c2c-4486-b95b-8327239a8342/full/!200,200/0/default.jpg"
68013,"West Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/c1f90b9f-44ed-41fa-8147-5e4ccca73b7a/full/!200,200/0/default.jpg"
68014,"Echo Lake District, Pennsylvania",John Marin,Drawing,"https://api.nga.gov/iiif/5221f361-91a2-4899-89ac-e58f9eb7479d/full/!200,200/0/default.jpg"
68015,"Echo Lake, Pennsylvania",John Marin,Drawing,"https://api.nga.gov/iiif/7a8d24fa-d4e0-4894-88e3-c8823e57433a/full/!200,200/0/default.jpg"
68016,Abstraction,John Marin,Drawing,"https://api.nga.gov/iiif/e8c2f734-083e-48b0-9da1-15bb88011827/full/!200,200/0/default.jpg"
68017,Abstraction,John Marin,Drawing,"https://api.nga.gov/iiif/18f9b0be-2c58-4e17-8155-091ef885b5d8/full/!200,200/0/default.jpg"
68018,Movement C,John Marin,Drawing,"https://api.nga.gov/iiif/96cdc791-0dd3-40d8-8aae-db33e1074695/full/!200,200/0/default.jpg"
68019,"Small Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/07ca823b-090d-4ce0-8629-b85a2a125cc8/full/!200,200/0/default.jpg"
68020,Cow Feeding,John Marin,Drawing,"https://api.nga.gov/iiif/048cb76b-a39e-47b9-8b4f-6ddac9d8e63f/full/!200,200/0/default.jpg"
68021,"Rowe, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/b9508166-6253-458f-bc57-6dc03ef7a0f9/full/!200,200/0/default.jpg"
68026,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/fc658fa7-2906-49b5-a8c4-1625d1d646c2/full/!200,200/0/default.jpg"
68027,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/50102e3b-2c76-4429-bd1f-30c1826abc79/full/!200,200/0/default.jpg"
68028,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/3331b149-3b45-4511-b795-ed1428bc8dce/full/!200,200/0/default.jpg"
68029,"From Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/2a3737f6-b538-4eef-92a4-8019111e5b03/full/!200,200/0/default.jpg"
68030,"Small Point, Maine No. 3",John Marin,Drawing,"https://api.nga.gov/iiif/ff96199b-4151-4890-8458-1d4730ad48c6/full/!200,200/0/default.jpg"
68031,"End of Andrew's Island, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/b067f495-f942-4db8-a4c8-ff9effd78bb4/full/!200,200/0/default.jpg"
68032,"Deer Isle, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/5bfce53a-1cce-4eef-a7ae-3aeeac0ce8ee/full/!200,200/0/default.jpg"
68033,"Berkshires, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/c78f3ad4-8b83-4989-919d-72623e9e762d/full/!200,200/0/default.jpg"
68034,"Berkshires, Massachusetts",John Marin,Drawing,"https://api.nga.gov/iiif/85aedd0a-1def-483c-86ea-3d7877bf9961/full/!200,200/0/default.jpg"
68035,"Little Maple, Deer Isle No. 1",John Marin,Drawing,"https://api.nga.gov/iiif/1a9bf446-d13f-4c8d-a153-80b5df41b5de/full/!200,200/0/default.jpg"
68036,"Partridge in Flight, Deer Isle",John Marin,Drawing,"https://api.nga.gov/iiif/6fc08269-8cfd-4707-951f-c289e8163f20/full/!200,200/0/default.jpg"
68037,Deer Isle Series,John Marin,Drawing,"https://api.nga.gov/iiif/61a99574-85f5-4ad1-90cd-0834d5363d99/full/!200,200/0/default.jpg"
68038,"Coming Up the Reach, Stonington, Deer Isle",John Marin,Drawing,"https://api.nga.gov/iiif/4e96f2f0-bcef-4ad8-9033-18342ccfeca2/full/!200,200/0/default.jpg"
68039,"Small Point, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/4f32bed7-a98d-4f40-b345-8eadf80ed02d/full/!200,200/0/default.jpg"
68040,"Upper East River, New York",John Marin,Drawing,"https://api.nga.gov/iiif/0eb781b6-a0be-41b2-bd0e-c4208bbd3b6a/full/!200,200/0/default.jpg"
68043,"Carrying Place Head (Casco Bay), Maine",John Marin,Drawing,"https://api.nga.gov/iiif/d6c3bc87-4f2a-49e1-a354-cfb1fd02b4e4/full/!200,200/0/default.jpg"
68044,Untitled,John Marin,Drawing,"https://api.nga.gov/iiif/0ec83f9b-4da3-46df-9fe8-9ae1ccc1689a/full/!200,200/0/default.jpg"
68046,"Sea and Rocks, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/0dbc1b2a-2f9e-4d44-8657-295b8e072d9b/full/!200,200/0/default.jpg"
68047,Untitled,John Marin,Drawing,"https://api.nga.gov/iiif/62336d52-277a-4f9b-b906-e7a6ef4a4adf/full/!200,200/0/default.jpg"
68048,Untitled (Church and Figures on Park Benches),John Marin,Drawing,"https://api.nga.gov/iiif/d0aa717f-3d7b-47f7-8a1d-5640eefbff1b/full/!200,200/0/default.jpg"
68049,Untitled (Harbor Scene),John Marin,Drawing,"https://api.nga.gov/iiif/7e4cf9d7-d247-4024-aa2f-140e0cd08263/full/!200,200/0/default.jpg"
68050,Venetian Canal,John Marin,Drawing,"https://api.nga.gov/iiif/1a08c913-6db9-4f35-b02a-525c5b959964/full/!200,200/0/default.jpg"
68051,Venetian Canal,John Marin,Drawing,"https://api.nga.gov/iiif/8077d103-b9b9-4aa5-94aa-50213f0645d2/full/!200,200/0/default.jpg"
68052,"Buildings, Venice",John Marin,Drawing,"https://api.nga.gov/iiif/16a1f9a6-fafc-44c9-8924-629713bb1646/full/!200,200/0/default.jpg"
68053,Venetian Canal,John Marin,Drawing,"https://api.nga.gov/iiif/54927c4b-87f0-474d-9cc7-ae54d4e4d3b3/full/!200,200/0/default.jpg"
68054,Street Scene (Venice?),John Marin,Drawing,"https://api.nga.gov/iiif/0a830a2a-c412-4983-9f59-3fabceab2e6f/full/!200,200/0/default.jpg"
68055,"Buildings, Venice",John Marin,Drawing,"https://api.nga.gov/iiif/3599172a-b261-4fd7-a4f6-42a92ade1319/full/!200,200/0/default.jpg"
68056,Venetian Canal,John Marin,Drawing,"https://api.nga.gov/iiif/20ee9171-ee47-4374-861f-b2a9f4667fc2/full/!200,200/0/default.jpg"
68057,"Bridge Over Canal, Amsterdam",John Marin,Print,"https://api.nga.gov/iiif/f97e9794-41ff-4e9b-8353-05ebbd718637/full/!200,200/0/default.jpg"
68058,"Rue Mouffetard, Paris",John Marin,Print,"https://api.nga.gov/iiif/5f070c2d-94ce-40c0-9eb9-cef9193addd8/full/!200,200/0/default.jpg"
68059,"Santa Maria Della Salute, Venice",John Marin,Print,"https://api.nga.gov/iiif/fec7c84f-afb1-457e-b4a6-5312e3d97fbf/full/!200,200/0/default.jpg"
68060,"Bridge, Venice",John Marin,Print,"https://api.nga.gov/iiif/c542f79b-a64a-40f6-b200-8896f56dbab5/full/!200,200/0/default.jpg"
68061,"Notre Dame, Paris",John Marin,Print,"https://api.nga.gov/iiif/48974ecb-81e3-4bbc-b3a9-81c0f37bcd11/full/!200,200/0/default.jpg"
68062,"St. Ouen, Rouen",John Marin,Print,"https://api.nga.gov/iiif/e35e6a3b-bb12-4461-bd02-130c573f5ff2/full/!200,200/0/default.jpg"
68063,"St. Paul's at Broadway, No. 3",John Marin,Print,"https://api.nga.gov/iiif/a27501b7-488d-4599-a299-445ae2121372/full/!200,200/0/default.jpg"
68064,"John Marin, Jr.",John Marin,Print,"https://api.nga.gov/iiif/14e2a710-402f-40f9-b69f-1d0f4265d869/full/!200,200/0/default.jpg"
68065,Lobster Fishermen (Third Version),John Marin,Print,"https://api.nga.gov/iiif/07995cba-7d63-4bea-a64f-2c64026113a4/full/!200,200/0/default.jpg"
68066,Lobster Fishermen,John Marin,Print,"https://api.nga.gov/iiif/7196fc4a-7d85-47f8-86e8-05b1900b02b4/full/!200,200/0/default.jpg"
68067,"Ye Old Dutch Church, Upper Saddle River, No. 2",John Marin,Print,"https://api.nga.gov/iiif/f4745571-e7bf-4acf-9cfc-c6f1b32bde20/full/!200,200/0/default.jpg"
68068,"Ye Old Dutch Church, Upper Saddle River, No. 2",John Marin,Print,"https://api.nga.gov/iiif/69b859f5-d375-45ba-9c45-2d0972e09e7a/full/!200,200/0/default.jpg"
68069,"Ye Old Dutch Church, Upper Saddle River, No. 2",John Marin,Print,"https://api.nga.gov/iiif/5673408c-77d1-4327-b0a0-164660339459/full/!200,200/0/default.jpg"
68070,Merry Christmas—Happy New Year,John Marin,Print,"https://api.nga.gov/iiif/ae3fa6e1-4804-464a-884f-2e41210d3630/full/!200,200/0/default.jpg"
68071,Merry Christmas—Happy New Year,John Marin,Print,"https://api.nga.gov/iiif/31b9a5c3-5db6-4b2a-83c3-72a477323b73/full/!200,200/0/default.jpg"
68072,Merry Christmas 1939 and Happy New Year 1940,John Marin,Print,"https://api.nga.gov/iiif/06a55c01-0e91-49ab-b79c-d794bbb932b8/full/!200,200/0/default.jpg"
68073,Merry Christmas and Happy New Year,John Marin,Print,"https://api.nga.gov/iiif/76f520ae-0c15-44ea-a484-a582c5301b75/full/!200,200/0/default.jpg"
68074,Merry Christmas and Happy New Year,John Marin,Print,"https://api.nga.gov/iiif/78670f62-addb-4cd2-a6c0-85141c8aa1f6/full/!200,200/0/default.jpg"
68075,1943—Greetings to You All—1944,John Marin,Print,"https://api.nga.gov/iiif/eafc8583-2708-4b2a-a5bd-27c2205abe7e/full/!200,200/0/default.jpg"
68076,"Cape Split and the House, Maine",John Marin,Print,"https://api.nga.gov/iiif/6e2fab8a-94d0-4173-881f-85c89b0ea14b/full/!200,200/0/default.jpg"
68077,Wall Picture Figures,John Marin,Drawing,"https://api.nga.gov/iiif/029bb3de-804f-4245-b9a9-ebff3bca59fc/full/!200,200/0/default.jpg"
68153,Circus Scene,John Marin,Drawing,"https://api.nga.gov/iiif/c7c0f1a6-75c7-4a9a-956c-138542155aef/full/!200,200/0/default.jpg"
68155,"Sunset, Cape Split, Maine",John Marin,Drawing,"https://api.nga.gov/iiif/0d5930e3-47d4-485e-b637-67c5f0b041ca/full/!200,200/0/default.jpg"
68165,Circus Abstraction,John Marin,Drawing,"https://api.nga.gov/iiif/2fb0db0c-7e5c-40a9-9782-08925c2f3e2f/full/!200,200/0/default.jpg"
68166,Circus Scene,John Marin,Drawing,"https://api.nga.gov/iiif/ebdab7a1-e178-447e-b3fc-5655c847d9b3/full/!200,200/0/default.jpg"
68174,White Lake,John Marin,Drawing,"https://api.nga.gov/iiif/2672082c-14de-4e4b-ad12-5265c60cce5a/full/!200,200/0/default.jpg"
68182,House in Woods,John Marin,Drawing,"https://api.nga.gov/iiif/982a93f2-bb08-4e7d-ae7d-e6cb4b567443/full/!200,200/0/default.jpg"
68195,Mountains and Lake,John Marin,Drawing,"https://api.nga.gov/iiif/af652041-263f-4acb-9652-8974c2f5f8d9/full/!200,200/0/default.jpg"
68241,"William and Liberty Streets, New York",John Marin,Drawing,"https://api.nga.gov/iiif/b41f3583-dc27-41c3-9a4c-0c8c41bfffc4/full/!200,200/0/default.jpg"
68271,Circus Scene,John Marin,Drawing,"https://api.nga.gov/iiif/47ba85ce-9280-41e9-a031-6b2079fa32ee/full/!200,200/0/default.jpg"
68276,Circus Performers,John Marin,Drawing,"https://api.nga.gov/iiif/ce5ca749-84a5-4f0f-ae89-a398e3db94d8/full/!200,200/0/default.jpg"
69204,View of a Waterfront,Mark Rothko,Drawing,"https://api.nga.gov/iiif/05608a98-b012-44d7-8490-6f3272b24167/full/!200,200/0/default.jpg"
68514,Fish Market,Will Barnet,Print,"https://api.nga.gov/iiif/738f769c-4079-4cd5-8cf2-b0bb4bf9922b/full/!200,200/0/default.jpg"
68515,Little Joe (Miner's Son),Will Barnet,Print,"https://api.nga.gov/iiif/e4a3e76e-959f-412e-9483-44fd0fdc0ace/full/!200,200/0/default.jpg"
68640,"Seated Woman Turned to the Left, Hands Folded on Lap",Mark Rothko,Drawing,"https://api.nga.gov/iiif/b904a6be-1b61-455e-9e70-af97357151dc/full/!200,200/0/default.jpg"
68516,Make-Shift Kitchen,Will Barnet,Print,"https://api.nga.gov/iiif/2466b847-4049-4700-b32c-53e201d378de/full/!200,200/0/default.jpg"
68517,Cotton Pickers,Will Barnet,Print,"https://api.nga.gov/iiif/c05a757f-9ab4-4ef7-88af-e13d096da3f6/full/!200,200/0/default.jpg"
68518,Summer in the Park,Will Barnet,Print,"https://api.nga.gov/iiif/ec9ba474-c842-44de-9a41-ffe8e58d0ff5/full/!200,200/0/default.jpg"
68519,My Wife,Will Barnet,Print,"https://api.nga.gov/iiif/1b86c34d-43df-4718-97f1-bc72d9b0a5ed/full/!200,200/0/default.jpg"
68520,My Father (version 2),Will Barnet,Print,"https://api.nga.gov/iiif/8d0a92cc-0be4-4baa-b672-0e36c3fc7c24/full/!200,200/0/default.jpg"
68521,Shoemaker,Will Barnet,Print,"https://api.nga.gov/iiif/a8e0dbb1-fdc5-46e0-9121-4ae5c722ecdf/full/!200,200/0/default.jpg"
68522,Night,Will Barnet,Print,"https://api.nga.gov/iiif/3df37ec2-067a-4984-bc42-b78ccc800476/full/!200,200/0/default.jpg"
68523,At the Seashore,Will Barnet,Print,"https://api.nga.gov/iiif/a84eab9a-0c25-4975-b3d7-49659c429ac3/full/!200,200/0/default.jpg"
68524,Under the Table,Will Barnet,Print,"https://api.nga.gov/iiif/e61ad07d-c0d5-4b01-a5c3-e1f9274212f2/full/!200,200/0/default.jpg"
68525,Peter and Toy Bird,Will Barnet,Print,"https://api.nga.gov/iiif/b5d83ac9-9a27-4321-b816-8fe82cf8072a/full/!200,200/0/default.jpg"
68526,Peter and Toy Bird (Peter on Chair),Will Barnet,Print,"https://api.nga.gov/iiif/033b50af-09fd-44f0-a680-0a856a5b9162/full/!200,200/0/default.jpg"
68527,Child Reaching,Will Barnet,Print,"https://api.nga.gov/iiif/62c02b52-d78f-4091-9a61-6f86cbfd5a7e/full/!200,200/0/default.jpg"
68528,Children Drawing,Will Barnet,Print,"https://api.nga.gov/iiif/8185ab71-eccc-4a96-a678-799344295498/full/!200,200/0/default.jpg"
